'Elapsed time','i','ii','iii','avr','avl','avf','v1','v2','v3','v4','v5','v6','vx','vy','vz'
'0:02.591',-0.100,-0.195,-0.095,0.147,-0.002,-0.145,0.004,0.053,0.084,0.101,0.040,0.071,0.002,0.043,-0.022
'0:02.592',-0.090,-0.182,-0.092,0.137,0.001,-0.138,0.006,0.056,0.084,0.102,0.042,0.073,0.001,0.048,-0.021
'0:02.593',-0.086,-0.176,-0.089,0.131,0.002,-0.133,0.005,0.054,0.085,0.103,0.042,0.074,0.001,0.053,-0.023
'0:02.594',-0.081,-0.166,-0.086,0.123,0.003,-0.126,0.011,0.058,0.088,0.111,0.050,0.081,0.002,0.052,-0.024
'0:02.595',-0.103,-0.180,-0.077,0.141,-0.013,-0.129,0.008,0.053,0.085,0.107,0.047,0.080,0.004,0.057,-0.025
'0:02.596',-0.136,-0.205,-0.070,0.171,-0.033,-0.138,-0.004,0.038,0.074,0.098,0.040,0.070,0.003,0.061,-0.024
'0:02.597',-0.153,-0.205,-0.053,0.179,-0.050,-0.130,0.002,0.042,0.077,0.104,0.046,0.075,0.003,0.061,-0.024
'0:02.598',-0.114,-0.191,-0.076,0.152,-0.018,-0.134,0.001,0.044,0.081,0.108,0.050,0.078,0.004,0.059,-0.025
'0:02.599',-0.066,-0.176,-0.111,0.121,0.022,-0.143,-0.007,0.036,0.073,0.103,0.043,0.071,0.004,0.060,-0.027
'0:02.600',-0.087,-0.182,-0.096,0.135,0.004,-0.140,-0.004,0.036,0.073,0.103,0.043,0.073,0.004,0.054,-0.029
'0:02.601',-0.094,-0.185,-0.090,0.140,-0.002,-0.138,-0.003,0.037,0.074,0.102,0.047,0.076,0.003,0.053,-0.029
'0:02.602',-0.090,-0.178,-0.088,0.135,-0.001,-0.134,0.000,0.040,0.075,0.103,0.050,0.081,0.004,0.057,-0.029
'0:02.603',-0.114,-0.184,-0.070,0.149,-0.022,-0.127,0.006,0.044,0.082,0.111,0.058,0.087,0.004,0.049,-0.030
'0:02.604',-0.133,-0.183,-0.051,0.159,-0.041,-0.117,0.011,0.049,0.086,0.116,0.065,0.093,0.003,0.052,-0.030
'0:02.605',-0.086,-0.180,-0.094,0.133,0.004,-0.138,-0.003,0.033,0.071,0.102,0.050,0.078,0.002,0.051,-0.030
'0:02.606',-0.043,-0.178,-0.135,0.111,0.046,-0.157,-0.015,0.019,0.059,0.091,0.038,0.068,0.003,0.052,-0.030
'0:02.607',-0.067,-0.178,-0.111,0.122,0.022,-0.145,-0.013,0.024,0.063,0.098,0.045,0.074,0.004,0.064,-0.032
'0:02.608',-0.080,-0.178,-0.098,0.129,0.009,-0.138,-0.013,0.021,0.063,0.100,0.047,0.074,0.003,0.060,-0.033
'0:02.609',-0.084,-0.175,-0.091,0.130,0.004,-0.134,-0.011,0.020,0.065,0.102,0.052,0.077,0.004,0.068,-0.033
'0:02.610',-0.093,-0.178,-0.085,0.136,-0.004,-0.132,-0.010,0.021,0.064,0.104,0.054,0.080,0.005,0.067,-0.032
'0:02.611',-0.098,-0.174,-0.077,0.136,-0.010,-0.126,-0.007,0.021,0.066,0.110,0.057,0.084,0.006,0.059,-0.033
'0:02.612',-0.102,-0.164,-0.061,0.134,-0.021,-0.113,-0.003,0.025,0.072,0.117,0.066,0.087,0.006,0.065,-0.035
'0:02.613',-0.103,-0.161,-0.058,0.132,-0.022,-0.110,-0.004,0.025,0.069,0.116,0.067,0.086,0.003,0.069,-0.035
'0:02.614',-0.096,-0.161,-0.065,0.129,-0.015,-0.113,-0.008,0.019,0.065,0.110,0.064,0.085,0.003,0.072,-0.035
'0:02.615',-0.089,-0.153,-0.064,0.121,-0.013,-0.108,-0.007,0.019,0.066,0.112,0.064,0.091,0.007,0.074,-0.035
'0:02.616',-0.095,-0.157,-0.061,0.126,-0.017,-0.109,-0.012,0.016,0.064,0.109,0.061,0.093,0.009,0.070,-0.035
'0:02.617',-0.105,-0.165,-0.059,0.135,-0.022,-0.113,-0.013,0.013,0.059,0.105,0.060,0.091,0.009,0.072,-0.035
'0:02.618',-0.101,-0.164,-0.062,0.133,-0.019,-0.114,-0.011,0.013,0.061,0.105,0.061,0.092,0.008,0.073,-0.036
'0:02.619',-0.102,-0.164,-0.062,0.133,-0.019,-0.114,-0.013,0.008,0.059,0.100,0.059,0.091,0.006,0.072,-0.036
'0:02.620',-0.101,-0.164,-0.062,0.133,-0.019,-0.114,-0.015,0.005,0.057,0.097,0.057,0.091,0.007,0.077,-0.036
'0:02.621',-0.096,-0.161,-0.065,0.129,-0.015,-0.113,-0.016,0.007,0.059,0.099,0.058,0.093,0.007,0.077,-0.037
'0:02.622',-0.095,-0.162,-0.067,0.128,-0.013,-0.115,-0.013,0.008,0.059,0.100,0.059,0.096,0.007,0.073,-0.037
'0:02.623',-0.096,-0.167,-0.071,0.131,-0.012,-0.119,-0.013,0.006,0.058,0.100,0.058,0.097,0.009,0.068,-0.036
'0:02.624',-0.098,-0.167,-0.069,0.133,-0.014,-0.118,-0.016,0.004,0.057,0.101,0.058,0.097,0.008,0.070,-0.037
'0:02.625',-0.104,-0.172,-0.068,0.139,-0.018,-0.120,-0.017,0.004,0.056,0.102,0.062,0.097,0.008,0.067,-0.037
'0:02.626',-0.104,-0.170,-0.066,0.137,-0.019,-0.118,-0.016,0.005,0.057,0.103,0.062,0.097,0.009,0.072,-0.040
'0:02.627',-0.102,-0.165,-0.063,0.133,-0.019,-0.114,-0.018,0.006,0.058,0.106,0.064,0.097,0.009,0.082,-0.041
'0:02.628',-0.106,-0.166,-0.059,0.136,-0.024,-0.113,-0.019,0.006,0.058,0.106,0.065,0.097,0.009,0.084,-0.041
'0:02.629',-0.107,-0.161,-0.053,0.134,-0.026,-0.107,-0.018,0.004,0.058,0.107,0.069,0.099,0.009,0.085,-0.042
'0:02.630',-0.108,-0.158,-0.050,0.134,-0.029,-0.104,-0.018,0.004,0.058,0.110,0.074,0.101,0.009,0.080,-0.038
'0:02.631',-0.113,-0.154,-0.041,0.134,-0.035,-0.098,-0.018,0.005,0.060,0.112,0.077,0.102,0.009,0.084,-0.040
'0:02.632',-0.098,-0.137,-0.039,0.117,-0.029,-0.088,-0.010,0.009,0.066,0.116,0.082,0.108,0.007,0.087,-0.041
'0:02.633',-0.103,-0.130,-0.026,0.117,-0.038,-0.079,-0.006,0.013,0.068,0.120,0.086,0.113,0.006,0.089,-0.040
'0:02.634',-0.135,-0.158,-0.023,0.146,-0.056,-0.091,-0.018,0.004,0.058,0.112,0.076,0.102,0.005,0.086,-0.041
'0:02.635',-0.119,-0.165,-0.046,0.142,-0.036,-0.105,-0.032,-0.010,0.044,0.098,0.063,0.088,0.004,0.084,-0.044
'0:02.636',-0.108,-0.150,-0.043,0.130,-0.033,-0.097,-0.029,-0.007,0.048,0.101,0.066,0.087,0.003,0.091,-0.044
'0:02.637',-0.121,-0.157,-0.035,0.139,-0.043,-0.096,-0.026,-0.009,0.048,0.102,0.065,0.086,0.000,0.086,-0.044
'0:02.638',-0.126,-0.163,-0.037,0.144,-0.044,-0.101,-0.025,-0.009,0.046,0.100,0.061,0.086,0.001,0.083,-0.044
'0:02.639',-0.121,-0.161,-0.040,0.141,-0.041,-0.101,-0.025,-0.007,0.045,0.101,0.060,0.089,0.002,0.088,-0.043
'0:02.640',-0.117,-0.157,-0.040,0.137,-0.038,-0.099,-0.024,-0.008,0.046,0.103,0.060,0.092,0.004,0.095,-0.043
'0:02.641',-0.116,-0.154,-0.038,0.135,-0.038,-0.097,-0.024,-0.007,0.048,0.103,0.065,0.092,0.003,0.094,-0.045
'0:02.642',-0.103,-0.155,-0.052,0.130,-0.025,-0.104,-0.026,-0.011,0.044,0.098,0.064,0.087,-0.002,0.090,-0.046
'0:02.643',-0.097,-0.154,-0.058,0.126,-0.019,-0.106,-0.024,-0.011,0.046,0.101,0.067,0.092,0.001,0.087,-0.048
'0:02.644',-0.100,-0.147,-0.047,0.123,-0.026,-0.097,-0.018,-0.005,0.054,0.110,0.073,0.102,0.004,0.089,-0.050
'0:02.645',-0.102,-0.147,-0.045,0.124,-0.029,-0.096,-0.015,-0.003,0.056,0.111,0.074,0.104,0.004,0.096,-0.049
'0:02.646',-0.097,-0.141,-0.044,0.119,-0.026,-0.093,-0.011,0.003,0.061,0.117,0.080,0.108,0.004,0.101,-0.052
'0:02.647',-0.099,-0.139,-0.040,0.118,-0.029,-0.089,-0.012,0.002,0.061,0.118,0.082,0.108,0.005,0.104,-0.054
'0:02.648',-0.088,-0.134,-0.046,0.111,-0.021,-0.090,-0.017,-0.006,0.056,0.114,0.079,0.104,0.005,0.111,-0.056
'0:02.649',-0.084,-0.128,-0.044,0.105,-0.019,-0.086,-0.016,-0.005,0.059,0.118,0.082,0.109,0.005,0.114,-0.060
'0:02.650',-0.105,-0.131,-0.026,0.118,-0.039,-0.079,-0.010,0.001,0.065,0.126,0.090,0.116,0.005,0.107,-0.061
'0:02.651',-0.103,-0.114,-0.011,0.108,-0.046,-0.062,-0.001,0.009,0.073,0.136,0.101,0.124,0.005,0.113,-0.062
'0:02.652',-0.098,-0.107,-0.009,0.102,-0.044,-0.059,-0.001,0.006,0.071,0.136,0.101,0.124,0.006,0.126,-0.066
'0:02.653',-0.106,-0.117,-0.011,0.112,-0.048,-0.064,-0.007,-0.004,0.066,0.130,0.096,0.117,0.006,0.129,-0.070
'0:02.654',-0.103,-0.113,-0.009,0.108,-0.047,-0.061,-0.006,-0.005,0.067,0.132,0.098,0.118,0.004,0.131,-0.075
'0:02.655',-0.096,-0.104,-0.009,0.100,-0.043,-0.057,-0.005,-0.006,0.069,0.134,0.100,0.121,0.003,0.139,-0.079
'0:02.656',-0.110,-0.100,0.010,0.104,-0.059,-0.045,0.001,-0.004,0.072,0.139,0.105,0.127,0.002,0.148,-0.081
'0:02.657',-0.117,-0.100,0.017,0.108,-0.067,-0.042,0.003,-0.003,0.072,0.141,0.109,0.129,-0.001,0.146,-0.084
'0:02.658',-0.111,-0.096,0.015,0.103,-0.062,-0.041,0.005,-0.001,0.075,0.144,0.114,0.132,-0.002,0.147,-0.089
'0:02.659',-0.107,-0.091,0.015,0.100,-0.061,-0.038,0.006,-0.002,0.075,0.143,0.114,0.133,-0.004,0.152,-0.090
'0:02.660',-0.088,-0.086,0.003,0.087,-0.045,-0.042,0.004,-0.006,0.072,0.141,0.113,0.130,-0.004,0.153,-0.092
'0:02.661',-0.091,-0.080,0.011,0.086,-0.051,-0.035,0.010,-0.003,0.077,0.145,0.117,0.135,-0.006,0.158,-0.097
'0:02.662',-0.091,-0.082,0.009,0.086,-0.050,-0.036,0.013,-0.003,0.078,0.146,0.115,0.135,-0.006,0.163,-0.098
'0:02.663',-0.081,-0.077,0.004,0.079,-0.043,-0.037,0.013,-0.004,0.078,0.146,0.115,0.135,-0.006,0.167,-0.100
'0:02.664',-0.084,-0.072,0.013,0.078,-0.048,-0.030,0.015,-0.002,0.080,0.149,0.116,0.136,-0.007,0.166,-0.102
'0:02.665',-0.096,-0.074,0.022,0.085,-0.059,-0.026,0.018,-0.004,0.081,0.151,0.119,0.135,-0.011,0.160,-0.105
'0:02.666',-0.101,-0.074,0.026,0.087,-0.064,-0.024,0.023,-0.002,0.082,0.155,0.124,0.133,-0.015,0.159,-0.108
'0:02.667',-0.095,-0.070,0.025,0.083,-0.059,-0.023,0.022,-0.006,0.081,0.154,0.123,0.138,-0.011,0.167,-0.110
'0:02.668',-0.097,-0.061,0.035,0.079,-0.066,-0.013,0.021,-0.011,0.079,0.152,0.122,0.145,-0.007,0.174,-0.110
'0:02.669',-0.094,-0.051,0.043,0.072,-0.069,-0.004,0.025,-0.007,0.083,0.159,0.130,0.147,-0.009,0.180,-0.112
'0:02.670',-0.097,-0.046,0.051,0.071,-0.073,0.003,0.025,-0.009,0.086,0.164,0.134,0.150,-0.007,0.190,-0.115
'0:02.671',-0.111,-0.051,0.059,0.081,-0.085,0.004,0.021,-0.011,0.086,0.164,0.134,0.150,-0.006,0.195,-0.113
'0:02.672',-0.110,-0.044,0.065,0.077,-0.087,0.010,0.021,-0.007,0.088,0.167,0.139,0.150,-0.007,0.199,-0.115
'0:02.673',-0.096,-0.028,0.068,0.062,-0.082,0.019,0.018,-0.007,0.090,0.170,0.141,0.155,-0.005,0.206,-0.115
'0:02.674',-0.103,-0.035,0.068,0.070,-0.086,0.016,0.011,-0.011,0.089,0.167,0.141,0.155,-0.003,0.203,-0.112
'0:02.675',-0.105,-0.038,0.068,0.071,-0.086,0.015,0.002,-0.015,0.086,0.166,0.141,0.155,0.004,0.203,-0.112
'0:02.676',-0.094,-0.033,0.061,0.064,-0.077,0.013,-0.005,-0.017,0.086,0.165,0.141,0.157,0.008,0.206,-0.109
'0:02.677',-0.095,-0.034,0.060,0.064,-0.077,0.013,-0.011,-0.018,0.087,0.166,0.141,0.159,0.009,0.201,-0.106
'0:02.678',-0.089,-0.037,0.052,0.063,-0.070,0.007,-0.019,-0.021,0.086,0.165,0.138,0.156,0.009,0.193,-0.103
'0:02.679',-0.080,-0.037,0.042,0.059,-0.060,0.002,-0.026,-0.021,0.084,0.164,0.136,0.156,0.013,0.193,-0.098
'0:02.680',-0.073,-0.036,0.037,0.055,-0.055,0.000,-0.037,-0.025,0.082,0.163,0.136,0.156,0.015,0.191,-0.096
'0:02.681',-0.070,-0.035,0.035,0.052,-0.052,-0.001,-0.051,-0.031,0.082,0.165,0.140,0.159,0.018,0.185,-0.092
'0:02.682',-0.066,-0.038,0.028,0.051,-0.046,-0.005,-0.070,-0.038,0.078,0.163,0.138,0.158,0.022,0.185,-0.088
'0:02.683',-0.046,-0.031,0.015,0.038,-0.030,-0.009,-0.080,-0.040,0.076,0.160,0.137,0.159,0.022,0.179,-0.084
'0:02.684',-0.047,-0.029,0.018,0.038,-0.032,-0.006,-0.083,-0.040,0.077,0.161,0.137,0.160,0.024,0.180,-0.079
'0:02.685',-0.076,-0.052,0.024,0.064,-0.050,-0.015,-0.091,-0.044,0.074,0.158,0.135,0.154,0.025,0.176,-0.074
'0:02.686',-0.064,-0.042,0.022,0.052,-0.043,-0.009,-0.092,-0.042,0.078,0.163,0.142,0.163,0.031,0.173,-0.070
'0:02.687',-0.039,-0.033,0.006,0.035,-0.022,-0.013,-0.104,-0.048,0.072,0.157,0.135,0.161,0.035,0.183,-0.064
'0:02.688',-0.054,-0.036,0.018,0.045,-0.035,-0.009,-0.108,-0.049,0.072,0.159,0.136,0.165,0.041,0.184,-0.057
'0:02.689',-0.075,-0.037,0.038,0.056,-0.057,0.001,-0.102,-0.041,0.082,0.170,0.144,0.174,0.048,0.180,-0.056
'0:02.690',-0.077,-0.038,0.039,0.058,-0.058,0.001,-0.104,-0.040,0.082,0.170,0.145,0.174,0.046,0.180,-0.053
'0:02.691',-0.073,-0.027,0.047,0.050,-0.060,0.010,-0.104,-0.043,0.082,0.173,0.148,0.174,0.043,0.183,-0.051
'0:02.692',-0.054,-0.018,0.036,0.036,-0.045,0.009,-0.106,-0.045,0.080,0.172,0.147,0.167,0.040,0.185,-0.052
'0:02.693',-0.045,-0.023,0.022,0.034,-0.034,-0.001,-0.115,-0.051,0.071,0.164,0.141,0.159,0.038,0.192,-0.055
'0:02.694',-0.058,-0.035,0.022,0.046,-0.040,-0.006,-0.118,-0.055,0.066,0.161,0.139,0.157,0.038,0.191,-0.056
'0:02.695',-0.051,-0.026,0.025,0.038,-0.037,-0.001,-0.113,-0.051,0.070,0.164,0.142,0.161,0.040,0.195,-0.058
'0:02.696',-0.045,-0.021,0.025,0.033,-0.035,0.002,-0.113,-0.054,0.066,0.163,0.144,0.161,0.041,0.201,-0.057
'0:02.697',-0.060,-0.019,0.042,0.040,-0.051,0.011,-0.107,-0.052,0.070,0.168,0.152,0.169,0.040,0.198,-0.054
'0:02.698',-0.063,-0.013,0.050,0.038,-0.056,0.018,-0.104,-0.052,0.069,0.166,0.156,0.171,0.037,0.201,-0.052
'0:02.699',-0.057,-0.019,0.037,0.038,-0.046,0.009,-0.114,-0.066,0.056,0.154,0.147,0.161,0.035,0.205,-0.051
'0:02.700',-0.042,-0.021,0.021,0.032,-0.031,-0.001,-0.122,-0.078,0.045,0.144,0.141,0.158,0.035,0.220,-0.049
'0:02.701',-0.036,-0.025,0.010,0.030,-0.023,-0.008,-0.124,-0.080,0.041,0.141,0.136,0.158,0.037,0.215,-0.045
'0:02.702',-0.049,-0.035,0.013,0.042,-0.030,-0.011,-0.122,-0.077,0.040,0.141,0.136,0.157,0.037,0.208,-0.046
'0:02.703',-0.046,-0.033,0.013,0.040,-0.029,-0.010,-0.122,-0.081,0.037,0.140,0.136,0.156,0.035,0.214,-0.045
'0:02.704',-0.053,-0.032,0.021,0.043,-0.036,-0.006,-0.118,-0.076,0.038,0.142,0.136,0.159,0.034,0.207,-0.045
'0:02.705',-0.061,-0.034,0.028,0.048,-0.044,-0.004,-0.114,-0.075,0.040,0.142,0.137,0.159,0.029,0.203,-0.048
'0:02.706',-0.062,-0.032,0.030,0.047,-0.046,-0.001,-0.112,-0.075,0.040,0.144,0.138,0.161,0.026,0.209,-0.051
'0:02.707',-0.069,-0.025,0.043,0.047,-0.056,0.009,-0.110,-0.072,0.038,0.142,0.140,0.164,0.025,0.215,-0.054
'0:02.708',-0.072,-0.018,0.054,0.045,-0.063,0.018,-0.110,-0.075,0.035,0.139,0.137,0.165,0.024,0.221,-0.053
'0:02.709',-0.069,-0.017,0.051,0.043,-0.060,0.017,-0.107,-0.074,0.038,0.143,0.142,0.169,0.030,0.223,-0.054
'0:02.710',-0.047,0.011,0.058,0.018,-0.052,0.035,-0.097,-0.060,0.053,0.158,0.157,0.182,0.032,0.217,-0.051
'0:02.711',-0.059,-0.010,0.050,0.035,-0.054,0.019,-0.107,-0.067,0.043,0.148,0.142,0.172,0.035,0.207,-0.042
'0:02.712',-0.064,-0.049,0.015,0.056,-0.038,-0.018,-0.130,-0.088,0.018,0.123,0.120,0.148,0.037,0.203,-0.035
'0:02.713',-0.051,-0.025,0.026,0.038,-0.038,0.000,-0.119,-0.078,0.029,0.134,0.129,0.159,0.036,0.209,-0.035
'0:02.714',-0.060,-0.017,0.043,0.038,-0.051,0.013,-0.109,-0.066,0.038,0.145,0.139,0.165,0.036,0.209,-0.037
'0:02.715',-0.045,-0.026,0.019,0.036,-0.033,-0.004,-0.116,-0.072,0.030,0.136,0.130,0.157,0.040,0.199,-0.034
'0:02.716',-0.051,-0.044,0.006,0.048,-0.029,-0.019,-0.118,-0.075,0.025,0.128,0.120,0.151,0.043,0.191,-0.028
'0:02.717',-0.052,-0.049,0.004,0.051,-0.028,-0.023,-0.116,-0.074,0.025,0.127,0.122,0.151,0.043,0.190,-0.025
'0:02.718',-0.039,-0.043,-0.004,0.042,-0.017,-0.024,-0.112,-0.068,0.029,0.133,0.129,0.158,0.046,0.184,-0.026
'0:02.719',-0.030,-0.042,-0.011,0.035,-0.009,-0.026,-0.111,-0.069,0.026,0.132,0.127,0.156,0.046,0.184,-0.028
'0:02.720',-0.033,-0.044,-0.011,0.038,-0.011,-0.028,-0.110,-0.071,0.024,0.129,0.124,0.153,0.045,0.194,-0.029
'0:02.721',-0.046,-0.053,-0.006,0.050,-0.020,-0.030,-0.102,-0.068,0.026,0.130,0.125,0.151,0.043,0.193,-0.034
'0:02.722',-0.049,-0.059,-0.011,0.053,-0.018,-0.035,-0.097,-0.066,0.026,0.129,0.123,0.147,0.037,0.186,-0.037
'0:02.723',-0.053,-0.062,-0.010,0.058,-0.021,-0.036,-0.091,-0.064,0.028,0.130,0.123,0.147,0.034,0.179,-0.038
'0:02.724',-0.059,-0.063,-0.004,0.061,-0.027,-0.034,-0.086,-0.060,0.030,0.132,0.124,0.149,0.035,0.171,-0.040
'0:02.725',-0.070,-0.072,-0.004,0.071,-0.033,-0.038,-0.085,-0.058,0.032,0.132,0.123,0.147,0.034,0.162,-0.042
'0:02.726',-0.076,-0.082,-0.006,0.079,-0.035,-0.044,-0.080,-0.057,0.032,0.131,0.118,0.143,0.031,0.163,-0.043
'0:02.727',-0.079,-0.083,-0.004,0.081,-0.037,-0.044,-0.072,-0.051,0.034,0.132,0.117,0.141,0.028,0.163,-0.044
'0:02.728',-0.086,-0.084,0.003,0.085,-0.043,-0.041,-0.073,-0.051,0.033,0.131,0.116,0.137,0.025,0.164,-0.044
'0:02.729',-0.084,-0.078,0.006,0.081,-0.044,-0.036,-0.073,-0.051,0.033,0.130,0.115,0.140,0.025,0.166,-0.042
'0:02.730',-0.065,-0.062,0.002,0.064,-0.033,-0.030,-0.065,-0.048,0.035,0.133,0.120,0.144,0.024,0.160,-0.040
'0:02.731',-0.097,-0.090,0.007,0.093,-0.052,-0.042,-0.067,-0.056,0.026,0.125,0.113,0.134,0.020,0.149,-0.037
'0:02.732',-0.142,-0.129,0.013,0.135,-0.077,-0.058,-0.070,-0.063,0.015,0.112,0.100,0.120,0.015,0.135,-0.035
'0:02.733',-0.142,-0.137,0.005,0.140,-0.073,-0.066,-0.067,-0.061,0.012,0.106,0.095,0.115,0.015,0.131,-0.035
'0:02.734',-0.134,-0.131,0.003,0.132,-0.068,-0.064,-0.061,-0.056,0.016,0.110,0.097,0.115,0.015,0.124,-0.038
'0:02.735',-0.127,-0.126,0.001,0.126,-0.064,-0.062,-0.054,-0.047,0.021,0.113,0.098,0.114,0.015,0.119,-0.045
'0:02.736',-0.125,-0.131,-0.006,0.128,-0.059,-0.069,-0.054,-0.047,0.021,0.112,0.095,0.111,0.016,0.128,-0.044
'0:02.737',-0.133,-0.138,-0.005,0.135,-0.064,-0.071,-0.052,-0.045,0.020,0.110,0.094,0.108,0.015,0.129,-0.043
'0:02.738',-0.131,-0.144,-0.013,0.138,-0.059,-0.080,-0.051,-0.048,0.015,0.105,0.090,0.105,0.015,0.117,-0.043
'0:02.739',-0.115,-0.142,-0.027,0.129,-0.043,-0.085,-0.057,-0.051,0.009,0.099,0.086,0.101,0.013,0.108,-0.037
'0:02.740',-0.119,-0.143,-0.023,0.132,-0.048,-0.084,-0.056,-0.051,0.009,0.100,0.087,0.102,0.011,0.107,-0.035
'0:02.741',-0.121,-0.144,-0.023,0.133,-0.049,-0.085,-0.054,-0.051,0.009,0.101,0.087,0.102,0.010,0.106,-0.035
'0:02.742',-0.123,-0.151,-0.029,0.137,-0.047,-0.090,-0.050,-0.046,0.011,0.099,0.086,0.099,0.009,0.106,-0.036
'0:02.743',-0.122,-0.154,-0.032,0.139,-0.045,-0.093,-0.044,-0.042,0.012,0.099,0.084,0.099,0.006,0.101,-0.038
'0:02.744',-0.123,-0.157,-0.034,0.140,-0.044,-0.096,-0.043,-0.043,0.007,0.095,0.079,0.100,0.008,0.095,-0.039
'0:02.745',-0.138,-0.170,-0.032,0.153,-0.052,-0.101,-0.040,-0.043,0.006,0.092,0.077,0.099,0.006,0.087,-0.036
'0:02.746',-0.140,-0.172,-0.033,0.156,-0.053,-0.103,-0.036,-0.041,0.005,0.093,0.075,0.095,0.001,0.086,-0.036
'0:02.747',-0.141,-0.172,-0.032,0.157,-0.054,-0.102,-0.036,-0.043,0.002,0.088,0.072,0.090,0.000,0.089,-0.040
'0:02.748',-0.141,-0.167,-0.025,0.154,-0.058,-0.097,-0.035,-0.043,0.003,0.087,0.072,0.088,-0.001,0.086,-0.040
'0:02.749',-0.147,-0.174,-0.028,0.161,-0.059,-0.101,-0.036,-0.042,0.005,0.089,0.072,0.091,0.002,0.080,-0.040
'0:02.750',-0.141,-0.168,-0.027,0.154,-0.057,-0.098,-0.035,-0.038,0.009,0.093,0.076,0.095,0.004,0.076,-0.040
'0:02.751',-0.149,-0.169,-0.019,0.160,-0.065,-0.095,-0.037,-0.043,0.004,0.090,0.072,0.091,0.003,0.080,-0.038
'0:02.752',-0.161,-0.175,-0.015,0.168,-0.072,-0.096,-0.037,-0.044,0.003,0.087,0.070,0.089,0.001,0.081,-0.035
'0:02.753',-0.140,-0.148,-0.009,0.144,-0.065,-0.079,-0.030,-0.035,0.011,0.096,0.080,0.095,-0.002,0.084,-0.037
'0:02.754',-0.166,-0.174,-0.009,0.171,-0.079,-0.091,-0.039,-0.046,-0.002,0.084,0.067,0.087,0.000,0.084,-0.035
'0:02.755',-0.176,-0.187,-0.011,0.181,-0.083,-0.099,-0.045,-0.051,-0.005,0.076,0.059,0.084,0.002,0.086,-0.035
'0:02.756',-0.158,-0.166,-0.008,0.162,-0.075,-0.087,-0.041,-0.047,0.002,0.085,0.069,0.089,0.003,0.088,-0.035
'0:02.757',-0.163,-0.174,-0.011,0.169,-0.075,-0.093,-0.041,-0.048,0.000,0.082,0.065,0.087,0.001,0.084,-0.033
'0:02.758',-0.165,-0.182,-0.018,0.174,-0.073,-0.101,-0.044,-0.048,-0.002,0.078,0.059,0.085,0.001,0.079,-0.033
'0:02.759',-0.167,-0.183,-0.017,0.175,-0.075,-0.100,-0.046,-0.050,-0.005,0.076,0.060,0.083,0.002,0.081,-0.030
'0:02.760',-0.164,-0.181,-0.018,0.172,-0.072,-0.100,-0.044,-0.049,-0.003,0.078,0.060,0.084,0.003,0.079,-0.030
'0:02.761',-0.159,-0.183,-0.025,0.172,-0.067,-0.104,-0.044,-0.049,-0.002,0.080,0.061,0.086,0.005,0.079,-0.029
'0:02.762',-0.156,-0.183,-0.028,0.170,-0.065,-0.105,-0.045,-0.050,-0.004,0.080,0.062,0.087,0.005,0.079,-0.029
'0:02.763',-0.155,-0.184,-0.029,0.170,-0.062,-0.107,-0.046,-0.050,-0.005,0.081,0.064,0.088,0.004,0.074,-0.028
'0:02.764',-0.158,-0.185,-0.026,0.172,-0.066,-0.106,-0.046,-0.050,-0.005,0.079,0.064,0.088,0.004,0.086,-0.026
'0:02.765',-0.165,-0.187,-0.023,0.175,-0.070,-0.105,-0.044,-0.048,-0.007,0.079,0.064,0.085,0.002,0.084,-0.028
'0:02.766',-0.159,-0.189,-0.030,0.174,-0.064,-0.110,-0.043,-0.049,-0.010,0.079,0.067,0.082,0.002,0.077,-0.030
'0:02.767',-0.157,-0.181,-0.025,0.169,-0.066,-0.103,-0.043,-0.049,-0.009,0.079,0.070,0.090,0.009,0.081,-0.028
'0:02.768',-0.166,-0.177,-0.011,0.172,-0.077,-0.095,-0.044,-0.050,-0.009,0.079,0.069,0.098,0.011,0.088,-0.026
'0:02.769',-0.171,-0.183,-0.013,0.176,-0.079,-0.098,-0.045,-0.051,-0.009,0.082,0.071,0.095,0.008,0.088,-0.030
'0:02.770',-0.170,-0.181,-0.011,0.175,-0.079,-0.097,-0.043,-0.048,-0.007,0.082,0.074,0.096,0.007,0.082,-0.031
'0:02.771',-0.169,-0.178,-0.010,0.174,-0.080,-0.095,-0.045,-0.051,-0.009,0.081,0.073,0.095,0.007,0.084,-0.032
'0:02.772',-0.174,-0.182,-0.008,0.178,-0.083,-0.096,-0.049,-0.054,-0.012,0.079,0.070,0.090,0.006,0.078,-0.030
'0:02.773',-0.185,-0.182,0.003,0.183,-0.093,-0.090,-0.045,-0.047,-0.007,0.084,0.074,0.094,0.006,0.075,-0.031
'0:02.774',-0.172,-0.178,-0.006,0.175,-0.083,-0.092,-0.048,-0.049,-0.008,0.083,0.073,0.092,0.007,0.085,-0.032
'0:02.775',-0.171,-0.180,-0.009,0.176,-0.081,-0.096,-0.051,-0.053,-0.013,0.076,0.069,0.088,0.006,0.097,-0.033
'0:02.776',-0.185,-0.185,0.000,0.185,-0.092,-0.093,-0.048,-0.054,-0.013,0.076,0.070,0.088,0.004,0.090,-0.033
'0:02.777',-0.180,-0.180,0.001,0.180,-0.090,-0.090,-0.044,-0.051,-0.006,0.082,0.073,0.095,0.004,0.083,-0.031
